NomAgente,DscTipologia,DatInicioProjeto,DatConclusaoProjeto,UF,VlrCustoTotal,VlrRcbGlobal,VlrEnergiaEconomizadaTotal,VlrRetiradaDemandaPontaTotal,Score
COPEL DISTRIBUIÇÃO S.A.,Poder Público,2012-11-14,2013-11-14,Paraná,0.0,0.79,471.55,99.85,0.0
COPEL DISTRIBUIÇÃO S.A.,Poder Público,2012-12-01,2017-11-07,Paraná,0.0,0.62,3922.63,919.34,0.0
COPEL DISTRIBUIÇÃO S.A.,Poder Público,2012-12-17,2012-12-17,Paraná,0.0,0.78,135.63,113.03,0.0
COPEL DISTRIBUIÇÃO S.A.,Poder Público,2012-12-17,2013-12-17,Paraná,0.0,0.77,361.64,41.0,0.0
COPEL DISTRIBUIÇÃO S.A.,Residencial,2012-01-06,2017-11-05,Paraná,0.0,0.59,1600.1,549.35,0.0
COPEL DISTRIBUIÇÃO S.A.,Residencial,2014-08-18,2017-05-31,Paraná,0.0,0.51,8790.39,3570.88,0.0
COSERN,Baixa Renda,2012-12-26,2013-12-31,Rio Grande do Norte,0.0,0.55,4771.17,892.37,0.0
COSERN,Baixa Renda,2014-01-01,2014-12-31,Rio Grande do Norte,0.0,0.79,4283.42,979.94,0.0
COSERN,Baixa Renda,2015-01-01,2017-04-05,Rio Grande do Norte,0.0,0.54,4885.54,1491.95,0.0
COSERN,Poder Público,2012-08-20,2014-11-24,Rio Grande do Norte,0.0,0.75,579.7,295.9,0.0
COSERN,Residencial,2014-01-01,2014-12-12,Rio Grande do Norte,0.0,0.36,1081.54,259.92,0.0
COSERN - COMPANHIA ENERGETICA DO RIO GRANDE DO NORTE,Baixa Renda,2010-01-15,2011-01-14,Rio Grande do Norte,0.0,0.63,4947.75,1413.49,0.0
COSERN - COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE,Baixa Renda,2008-08-18,2009-08-17,Rio Grande do Norte,0.0,0.58,6583.5,2562.33,0.0
COSERN - COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE,Poder Público,2009-10-01,2010-09-30,Rio Grande do Norte,0.0,0.74,792.34,90.45,0.0
COSERN - COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE,Poder Público,2009-12-17,2010-12-16,Rio Grande do Norte,0.0,0.77,95.6,23.72,0.0
COSERN - COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE,Serviços Públicos,2009-12-17,2010-12-16,Rio Grande do Norte,0.0,2.26,804.1999999999999,252.98000000000002,0.0
CPFL Paulista,Comércio e Serviços,2022-02-04,2023-12-28,São Paulo,1572893.23,0.86,368.44,24.47,2.6639702132159125e-11
CPFL Paulista,Comércio e Serviços,2023-12-28,2025-01-10,São Paulo,520224.88,0.76,127.54,0.87,2.632347661079551e-11
CPFL Paulista,Poder Público,2011-10-13,2014-01-31,São Paulo,0.0,0.66,806.19,219.57,0.0
CPFL Paulista,Poder Público,2011-11-01,2014-09-01,São Paulo,0.0,0.74,204.79,46.03,0.0
CPFL Paulista,Poder Público,2011-12-01,2014-07-01,São Paulo,0.0,0.65,64.56,32.86,0.0
CPFL Paulista,Serviços Públicos,2022-12-29,2024-03-10,São Paulo,746776.73,0.71,161.18,76.04,3.387630601689574e-11
CPFL Paulista,Serviços Públicos,2024-02-19,2026-03-10,São Paulo,109090.98,0.79,16.12,0.69,1.6432905533457642e-11
CPFL SANTA CRUZ,Residencial,2019-12-17,2022-04-25,São Paulo,0.0,0.42,761.55,163.58,0.009865935971927945
CPFL Santa Cruz,Baixa Renda,2013-03-22,2015-05-07,São Paulo,0.0,0.78,318.18,180.07,0.0
CPFL Santa Cruz,Baixa Renda,2015-06-20,2017-08-15,São Paulo,0.0,0.18,1413.89,467.21,0.0
CPFL Santa Cruz,Comércio e Serviços,2024-02-19,2027-11-10,São Paulo,265977.22,0.55,66.78,0.0,2.677549350491483e-11
CPFL Santa Cruz,Iluminação Pública,2020-05-04,2020-12-28,São Paulo,2256.14,0.32,205.9,35.57,1.1413812660226885e-08
CPFL Santa Cruz,Iluminação Pública,2024-02-23,2025-02-19,São Paulo,231290.0,0.18,138.22,29.81,7.747569498418648e-11
CPFL Santa Cruz,Poder Público,2013-11-11,2018-05-31,São Paulo,0.0,0.6,385.14,81.87,0.0
CPFL Santa Cruz,Residencial,2014-10-17,2017-05-23,São Paulo,0.0,0.12,426.1,190.59,0.0
Celesc Distribuição,Baixa Renda,2022-05-11,2025-03-31,Santa Catarina,26457979.63,0.71,4545.72,2061.84,2.6632992435274673e-11
Celesc Distribuição,Baixa Renda,2023-11-14,2025-05-14,Santa Catarina,12963153.0,0.7,2152.88,907.93,2.5180320439632015e-11
Celesc Distribuição,Comércio e Serviços,2021-06-18,2024-10-18,Santa Catarina,5662650.06,1.51,1645.0500000000002,32.11,6.269531183582722e-11
Celesc Distribuição,Comércio e Serviços,2022-03-30,2024-06-14,Santa Catarina,1021055.87,0.71,259.06,34.02,3.061062524103266e-11
Celesc Distribuição,Comércio e Serviços,2022-10-03,2025-10-03,Santa Catarina,7704342.98,0.88,1942.92,229.72,3.0073757278352826e-11
Celesc Distribuição,Iluminação Pública,2021-06-18,2023-12-31,Santa Catarina,1278591.88,0.48,515.76,117.75,5.283930022776976e-11
Celesc Distribuição,Iluminação Pública,2022-03-30,2024-06-08,Santa Catarina,2232735.6,0.41,780.05,178.09,4.576433968383453e-11
Celesc Distribuição,Iluminação Pública,2023-11-13,2025-05-13,Santa Catarina,2447036.43,0.29,1060.32,206.26,5.519855610569807e-11
Celesc Distribuição S.A,Baixa Renda,2017-04-05,2019-02-28,Santa Catarina,0.0,0.72,2142.55,946.44,0.0
Celesc Distribuição S.A,Baixa Renda,2017-07-25,2022-01-05,Santa Catarina,0.0,0.61,2574.97,1021.71,0.038356354881491035
Celesc Distribuição S.A,Comércio e Serviços,2018-06-25,2021-10-24,Santa Catarina,773878.32,0.59,282.71,0.0,3.8958660206346546e-11
Celesc Distribuição S.A,Comércio e Serviços,2020-01-13,2023-01-23,Santa Catarina,960547.91,0.72,309.46,72.06,4.235783962855213e-11
Celesc Distribuição S.A,Comércio e Serviços,2020-01-15,2023-01-18,Santa Catarina,879648.92,0.93,192.59,1.88,2.357646907767664e-11
Celesc Distribuição S.A,Comércio e Serviços,2021-06-22,2023-01-01,Santa Catarina,529787.11,0.57,256.51,60.66,6.384490347885202e-11
Celesc Distribuição S.A,Comércio e Serviços,2023-11-16,2026-05-16,Santa Catarina,1214376.0,1.5699999999999998,159.62,51.01,3.7313370918434175e-11
Celesc Distribuição S.A,Iluminação Pública,2016-05-09,2017-05-08,Santa Catarina,0.0,0.38,1849.06,422.16,0.0
Celesc Distribuição S.A,Iluminação Pública,2018-01-31,2019-08-30,Santa Catarina,0.0,1.06,968.0699999999999,221.01,0.012680798531557815
Celesc Distribuição S.A,Iluminação Pública,2018-01-31,2022-08-16,Santa Catarina,0.0,0.29,844.23,192.74,0.011058640001740427
Celesc Distribuição S.A,Iluminação Pública,2018-11-30,2020-11-30,Santa Catarina,0.0,0.47,169.97,38.8,0.0022264021844058636
Celesc Distribuição S.A,Iluminação Pública,2018-11-30,2022-03-22,Santa Catarina,0.0,0.28,466.67,106.54,0.006112928084127439
Celesc Distribuição S.A,Iluminação Pública,2018-12-18,2021-01-11,Santa Catarina,0.0,0.31,333.67,76.18,0.004370795302384171
Celesc Distribuição S.A,Iluminação Pública,2018-12-18,2022-08-25,Santa Catarina,0.0,0.29,1239.85,283.07,0.016240994466040992
Celesc Distribuição S.A,Iluminação Pública,2019-12-18,2022-12-02,Santa Catarina,0.0,0.66,192.95,41.59,0.0025012232041507466
Celesc Distribuição S.A,Iluminação Pública,2020-01-16,2022-04-26,Santa Catarina,0.0,0.55,426.68,101.48,0.0
Celesc Distribuição S.A,Iluminação Pública,2020-01-23,2021-12-15,Santa Catarina,1560149.66,0.29,427.1,97.5,3.585894853298368e-11
Celesc Distribuição S.A,Iluminação Pública,2020-01-23,2022-05-03,Santa Catarina,1990464.74,0.39,807.2,176.4,5.269865819328905e-11
Celesc Distribuição S.A,Iluminação Pública,2023-11-13,2025-05-13,Santa Catarina,1298949.63,0.25,654.9,127.82,6.42613204636289e-11
Celesc Distribuição S.A,Iluminação Pública,2023-11-16,2025-05-16,Santa Catarina,3078112.52,1.24,1145.73,259.51,1.3540692353048544e-10
Celesc Distribuição S.A,Iluminação Pública,2023-11-16,2025-11-16,Santa Catarina,1569372.07,0.61,326.01,74.43,2.7211160185061977e-11
Celesc Distribuição S.A,Industrial,2016-09-15,2018-12-31,Santa Catarina,0.0,0.14,18587.13,2396.29,0.0
Celesc Distribuição S.A,Poder Público,2017-09-29,2019-10-25,Santa Catarina,0.0,0.63,187.81,8.33,0.0
Celesc Distribuição S.A,Poder Público,2017-09-29,2020-07-31,Santa Catarina,0.0,0.53,124.59,5.69,0.0013893551591914355
Celesc Distribuição S.A,Poder Público,2020-01-16,2023-04-04,Santa Catarina,0.0,0.71,219.54,2.69,0.0
Celesc Distribuição S.A,Poder Público,2021-06-22,2024-12-30,Santa Catarina,611319.73,0.58,440.03,10.15,7.853320203705535e-11
Celesc Distribuição S.A,Poder Público,2023-11-16,2026-05-16,Santa Catarina,875850.72,0.74,154.39,29.22,2.2356394396221507e-11
