,DatGeracaoConjuntoDados,NomAgente,IdeEmpresaProponenteProjeto,DscCodProjeto,DscTituloProjeto,DscTipologia,VlrCustoTotal,VlrRcbGlobal,VlrEnergiaEconomizadaTotal,VlrRetiradaDemandaPontaTotal,DscObjetivo,DscJustificativa,DatInicioProjeto,DatConclusaoProjeto,DscMetodologiaMv,Score,Address,Latitude,Longitude,Estado,Capital
123,2024-04-01,CENTRAIS ELÉTRICAS DE RONDÔNIA SA   CERON,8313,PE-00369-1902/2019,Projeto de Eficiência Energética em Iluminação Pública da cidade de Cacoal,Iluminação Pública,0.0,0.13,1640.78,374.6,Reduzir o consumo de energia elétrica nas principais ruas de Cacoal,,2019-08-13,2021-06-30,Foi escolhida a opção A de acordo com o IPMVP Volume I EVO 10000 1 2012 Br,1.1705973788694202,,,,RONDÔNIA,PORTO VELHO
125,2024-04-01,EDP ESPIRITO SANTO DISTRIBUIDORA DE ENERGIA SA,4928,PE-00380-0077/2018,Projeto EE AEBES Hospital HEVV E JAIME SANTOS,Comércio e Serviços,0.0,0.3,1624.06,189.28,"Reduzir o consumo de energia do Hospital Evangélico de Vila velha com a modernização do sistema de refrigeração e Hospital Jaime Santos Neves localizado na Serra, visando a substituição de  lâmpadas fluoresntes tubulares e refletores por lâmpadas e refletores de LED.",Realizar mediÃÃes amostrais de um grupo de  lÃmpadas conforme orientaÃÃo do guia de M&amp-V e tambÃm no sistema de refrigeraÃÃo.,2018-07-20,2021-03-02,"Opção A  do PIMV, com aplicação do guia de medição e verificação espécifica para uso de iluminação em predios públicos. Opção B para Sistema de ar condicionado.",1.1511554131946962,,,,ESPÍRITO SANTO,VITÓRIA
127,2024-04-01,COMPANHIA PIRATININGA DE FORÇA E LUZ,11674,PE-02937-0080/2019,EE_02937_0080_2019 - PH-Piratininga-I,Comércio e Serviços,0.0,0.87,1484.82,26.0,"Reduzir o desperdício de energia elétrica em hospitais, por meio de implementação de projeto de eficiência energética.",Cumprir metas regulatórias,2019-10-21,2023-08-10,A-Medição Parcial de Retrofit isolado,1.122044427964457,,,,SÃO PAULO,SANTOS
128,2024-04-01,COMPANHIA PAULISTA DE FORA E LUZ,5182,PE-00063-0132/2017,PRJ0132-Eficientização UNICAMP Campinas,Serviços Públicos,0.0,0.9,1326.06,71.42,"Reduzir o desperdício de energia elétrica no serviço público, por meio de implementação de projeto de eficiência energética e geração distribuida.",Atender a Chamada 01/2016 Prioritario de EE e Estratgico de P&amp-D.,2017-06-30,2020-12-30,Opção B - serão medidos todos os parâmetros envolvidos.,1.1111379124745877,,,,SÃO PAULO,SOROCABA
129,2024-04-01,CEB DISTRIBUIÇÃO SA,8295,PE-05160-1812/2018,Programa de Eficiência Energética no Iate Clube de Brasília,Rural,0.0,0.6,1194.09,178.65,"O Iate Clube de Brasília entende que investir em eficiência energética e conservação de energia é um importante passo no fortalecimento de seu compromisso com a sociedade, o planeta e o meio ambiente, além de atingir economia financeira. Através desse projeto os associados terão contato direto com ações de grande impacto e alta viabilidade, podendo este projeto se tornar um catalizador do tema nos demais clubes da região. Com a implantação do projeto, pretende-se reduzir significativamente os gastos da entidade com energia elétrica, além de dar exemplo de sustentabilidade e conservação de energia. Além disso, o projeto pretende:. Contribuir para difusão de uma cultura que privilegia os processos de desenvolvimento sustentáveis, que valorize a conservação de energia, o ambiente e os recursos naturais.. Aumentar a satisfação do ambiente de trabalho contribuindo para melhoria dos serviços prestados à comunidade.",,2018-06-26,2021-02-26,,1.1087572243396013,,,,DISTRITO FEDERAL,BRASÍLIA
130,2024-04-01,NEOENERGIA DISTRIBUIÇÃO BRASÍLIA SA,8577,PE-05160-1818/2018,Projeto de Eficiência Energética no SERPRO Sede,Comércio e Serviços,0.0,0.43,1143.68,205.82,"Com a implantação do projeto, pretende-se reduzir significativamente os gastos da entidade com energia elétrica, além de dar exemplo de sustentabilidade e conservação de energia. Além disso, o projeto pretende: ? Contribuir para difusão de uma cultura que privilegia os processos de desenvolvimento sustentáveis, que valorize a conservação de energia, o ambiente e os recursos naturais. ? Aumentar a satisfação do ambiente de trabalho contribuindo para melhoria dos serviços prestados à comunidade. As ações de eficiência energética previstas neste Projeto contemplam os sistemas de Iluminação, Condicionamento Ambiental e Sistemas Motrizes, além da implantação de uma micro central de geração fotovoltaica, com potência instalada de 32,50 kWp.",,2018-07-03,2022-02-28,,1.1065208786541896,,,,DISTRITO FEDERAL,BRASÍLIA
133,2024-04-01,ENERGISA MATO GROSSO DO SUL  DISTRIBUIDORA DE ENERGIA SA,4868,PE-00404-0105/2019,Projeto de Eficiência Energética na Fundação de Serviços de Saúde de MS,Poder Público,0.0,0.48,1073.17,157.92,"Eficientização dos sistemas de iluminação e condicionamento de ar, através da substituição de luminárias e lâmpadas convencionais por luminárias e lâmpadas de alta eficiência e substituição de equipamentos de ar condicionado de baixo rendimento por equipamentos de ar condicionado eficientes.",,2019-03-28,2020-11-30,,1.0951264856847573,,,,MATO GROSSO,CUIABÁ
134,2024-04-01,COMPANHIA PIRATININGA DE FORÇA E LUZ,8938,PE-02937-0068/2018,EE-02937-0068-2018_Hospitais FV,Poder Público,0.0,0.8,1083.25,0.0,"Reduzir o desperdício de energia elétrica no poder público, por meio de implementação de projeto de eficiência energética.",Cumprir metas regulatórias,2018-06-13,2022-09-10,A-Medição Parcial de Retrofit isolado,1.0809000938546682,,,,SÃO PAULO,SANTOS
135,2024-04-01,ENERGISA MATO GROSSO DISTRIBUIDORA DE ENERGIA S A,9160,PE-00405-0077/2018,"Economia em Foco - Eficientização das Policlínicas Municipais Coxipó, Planalto e Upa Morada do Ouro",Poder Público,0.0,0.75,1013.51,44.31,"O Projeto de Eficiência Energética nas Policlínicas, visa melhorias do sistema de iluminação, realizando a troca de lâmpadas ineficientes por lampadas LED mais eficientes, troca de condicionadores de ar e a instalação de fontes incentivadas sendo geração solar.",Será realizada a medição por amostragem,2018-12-10,2024-08-31,,1.0784530081928774,,,,MATO GROSSO,CUIABÁ
136,2024-04-01,CEB DISTRIBUIÇÃO SA,10514,PE-05160-1501/2016,Projeto de Eficiência Energética da Aneel,Poder Público,0.0,0.58,936.77,82.0,"O projeto tem como objetivos específicos: .Melhoria na iluminação da Agência em praticamente 100% das instalações, trocando lâmpadas fluorescentes tubulares, fluorescentes compactas, vapor de mercúrio e vapor de sódio por lâmpadas LED e instalação de fotossensores e sensores de presença- .Instalação da capacidade máxima em painéis fotovoltaicos estimada em 512 kWp- .Modificação dos elementos de refrigeração central: torre de refrigeração, chillers, bombas e ventiladores dos Fan Coils. Os Fan Coils serão mantidos em sua estrutura básica, e apenas seus filtros e ventiladores internos serão trocados. Os VRFs existentes serão diminuídos em sua quantidade total.","O projeto surge com a motivação de divulgar ações de eficiência energética em prédios públicos. Esse modelo de projeto visa a inserção do contrato de desempenho no setor, de tal forma que o dinheiro investido será devolvido e poderá ser investido em novos projetos.O projeto em questão foi classificado como Piloto, pois visa testar novas práticas  atente para o trecho e ou práticas existente no início da Seção 5.3 do PROPEE. A nova prática desse projeto está na celebração de um Contrato de Desempenho (CD) por consumidor da classe Poder Público. Nenhuma instituição pública no Brasil está conseguindo realizar um CD a contento por razões legais: a lei nº 8.666/93 é um empecilho por não enxergar a economia de energia como um bem pelo qual se deve pagar. Essa economia é, afinal, um bem abstrato, e a lei tem dificuldade de enxergar isso.",2016-11-21,2021-11-03,"A avaliação será feita com a análise das medições realizadas antes e depois da         implementação do projeto. Segundo o PROPEE, devido à característica de atender muitos         pontos de eficientização, as ações de MeV deverão ser realizadas por amostragem. O tamanho         da amostra será baseado nas orientações do Guia de Medição e Verificação para o Programa de Eficência Energética Regulado pela ANEEL.         Os equipamentos que farão parte da amostra deverão ser escolhidos aleatoriamente.         Estão previstas as seguintes atividades:         Medição de  economia de energia e redução de demanda na ponta em todos os usos finais do projeto.         Análise e elaboração de relatório de medição e verificação conclusivo acerca da Redução da Demanda na Ponta (kW) e Energia Economizada (MWh/ano) obtidas com a iniciativa.         A metodologia recomendada segue a opção A do PIMVP (Protocolo Internacional para Medição e Verificação de Performance).",1.0746952930889477,,,,DISTRITO FEDERAL,BRASÍLIA
137,2024-04-01,CEMIG DISTRIBUIÇÃO SA,8071,PE-04950-0108/2017,Eficiência Energética do Minas Tênis Clube Unidade II,Comércio e Serviços,0.0,0.61,849.55,165.19,Promover a redução de consumo de energia elétrica do Minas Tênis Clube Unidade II  - Bairro Serra,SIL - Sistema de Iluminação e SAS - Sistema de Aquecimento Solar obsoletos,2017-08-31,2021-11-18,"Opção A do PIMV, com amostragem estatística",1.07430749304109,,,,MINAS GERAIS,BELO HORIZONTE
138,2024-04-01,COMPANHIA PAULISTA DE FORA E LUZ,8018,PE-00063-0187/2019,EE_00063_0187_PUCC_CPP19,Comércio e Serviços,0.0,0.53,910.19,103.19,"Reduzir o consumo de energia elétrica e demanda na ponta com a eficientização do sistema de iluminação das áreas administrativas e do hospital, através da substituição dos equipamentos antigos(Lâmpadas Fluorescentes Tubulares e Compactas) por modelos LED. O projeto também contou com Geração de Energia através da implantação de um sistema Fotovoltaico de69,12 kWp no Campus I.",Cumprir metas regulatrias,2019-11-12,2022-01-22,A-Medição Parcial de Retrofit isolado,1.0741766225534757,,,,SÃO PAULO,SOROCABA
139,2024-04-01,ENERGISA SULSUDESTE DISTRIBUIDORA DE ENERGIA SA,8538,PE-05216-0046/2019,Projeto Piloto do Programa de Eficiência Energética através da Compostagem de Resíduos de Poda Arbórea Urbana em Adamantina,Poder Público,0.0,0.59,445.09,561.98,"Evitar o uso de energia eletrica na produção de adubos minerais, com a doação de adubo orgânico produzido através de resídou de poda de árvore",Estaremos realizando medições individuais em cada lote de adubo produzido,2019-02-18,2021-12-31,"Opção A do PIMV, com amostragem estatística",1.0735694219822645,,,,SÃO PAULO,PRESIDENTE PRUDENTE
140,2024-04-01,CEMIG DISTRIBUIÇÃO SA,5149,PE-04950-0128/2018,Eficientização Energética de I.P. em Elói Mendes,Iluminação Pública,0.0,0.8,763.58,174.33,"Substituição dos atuais equipamentos de iluminação pública por luminárias LED, de menor potência.",Projeto selecionado através da Chamada Pública de Projetos - CPP 2017.,2018-04-01,2020-09-25,"A opção escolhida para a realização do M&V foi a opção A, com medição da potência da lâmpada e estimando  o tempo com o cliente através de através de metodologia rastreável. Serão utilizados analisadores de redes portátil, luxímetros digitais, e outros medidores, se necessário. O projeto prevê alterações, se for necessário, para atingir a precisão e confiabilidade definida.",1.0669142727738705,,,,MINAS GERAIS,BELO HORIZONTE
142,2024-04-01,ENERGISA MATO GROSSO DO SUL  DISTRIBUIDORA DE ENERGIA SA,5093,PE-00404-0087/2018,Centro de Convenes Arquiteto Rubens Gil de Camillo,Poder Público,0.0,0.41,802.44,53.49,"O projeto tem como objetivo a eficientizao dos sistemas de iluminao e condicionamento de ar, atravs da substituio de luminrias e lmpadas convencionais por luminrias e lmpadas de alta eficincia e substituio de equipamentos de ar condicionado de baixo rendimento por equipamentos de ar condicionado eficientes, com Selo Procel de Economia de Energia.",,2018-05-09,2019-07-31,"A proposta de avaliação dos resultados será baseada no Protocolo Internacional para Medição e Verificação de Performance  PIMVP. O objetivo é garantir que a economia prevista, em termos de energia economizada e demanda evitada sejam atingidas com precisão. Para a realização do plano de Medição e Verificação da unidade consumidora em questão, será utilizada a Opção C  Medição em toda a instalação.",1.0590254767631109,,,,MATO GROSSO,CUIABÁ
143,2024-04-01,ENERGISA SULSUDESTE DISTRIBUIDORA DE ENERGIA SA,4917,PE-05216-0080/2019,Eficientização da Iluminação Pública de Adamantina - SP,Iluminação Pública,0.0,0.15,710.27,139.64,"As metas de economia do consumo de energia elétrica e de redução da demanda na ponta estão associadas à substituição e descarte de 700 lâmpadas obsoletas, bem como reatores e luminárias, em favor da instalação de luminárias LED IP energeticamente eficientes, as quais oferecem a potência mínima necessária para o alcance dos níveis de iluminância determinados pela NBR 5101/2012.","Ambas de acordo com o Volume I do PIMVP, EVO 10000-1:2012.",2019-08-01,2020-08-02,,1.0584461823988176,,,,SÃO PAULO,PRESIDENTE PRUDENTE
145,2024-04-01,RGE SUL DISTRIBUIDORA DE ENERGIA SA,9289,PE-00396-0114/2019,Eficientização Prédios Públicos II,Poder Público,0.0,0.57,769.78,35.31,Eficientização de prédios públicos através da substituição de lâmpadas e instalação de sistema solar fotovoltaico.,Cumprir metas regulatórias.,2019-06-03,2022-08-10,Opção A - PIMVP,1.0541332300055235,,,,RIO GRANDE DO SUL,CAXIAS DO SUL
146,2024-04-01,ENERGISA SULSUDESTE DISTRIBUIDORA DE ENERGIA SA,4924,PE-05216-0085/2019,EficientizaÃ§Ã£o da IluminaÃ§Ã£o PÃºblica de BraganÃ§a Paulista - SP,Iluminação Pública,0.0,0.18,651.22,148.68,"As metas de economia do consumo de energia elÃ©trica e de reduÃ§Ã£o da demanda na ponta estÃ£o associadas Ã  substituiÃ§Ã£o e descarte de 572 lÃ¢mpadas obsoletas, bem como reatores e luminÃ¡rias, em favor da instalaÃ§Ã£o de luminÃ¡rias LED IP energeticamente eficientes, as quais oferecem a potÃªncia mÃ­nima necessÃ¡ria para o alcance dos nÃ­veis de iluminÃ¢ncia determinados pela NBR 5101/2012.","Ambas de acordo com o Volume I do PIMVP, EVO 10000-1:2012.",2019-08-01,2020-08-02,,1.0536338051299947,,,,SÃO PAULO,PRESIDENTE PRUDENTE
147,2024-04-01,ENERGISA SULSUDESTE DISTRIBUIDORA DE ENERGIA SA,4890,PE-05216-0047/2019,EficientizaÃ§Ã£o da Fagor,Industrial,0.0,0.3,642.95,85.78,"As metas de economia do consumo de energia elÃ©trica e de reduÃ§Ã£o da demanda na ponta estÃ£o associadas Ã  substituiÃ§Ã£o e descarte de 74 lÃ¢mpadas obsoletas, bem como reatores e luminÃ¡rias, em favor da instalaÃ§Ã£o de lÃ¢mpadas/luminÃ¡rias LED energeticamente eficientes, as quais oferecem a potÃªncia mÃ­nima necessÃ¡ria para o alcance dos nÃ­veis de iluminÃ¢ncia determinados pela NBR 5101/2012.","Ambas de acordo com o Volume I do PIMVP, EVO 10000-1:2012.",2019-02-21,2020-02-20,,1.0467852370391706,,,,SÃO PAULO,PRESIDENTE PRUDENTE
149,2024-04-01,ENERGISA ACRE DISTRIBUIDORA DE ENERGIA SA,5186,PE-00026-0001/2017,Eficincia Energtica e Uso Racional de Energia na Universidade Federal do Acre,Serviços Públicos,0.0,0.56,574.61,124.49,Reduo do consumo de energia da Universidade Federal do Acre atravs da realizao de aes Eficincia Enrgica como o retrofit dos sistemas de iluminao e a implantao de microgerao distribuda.,,2017-09-05,2020-07-05,,1.0439339925185704,,,,ACRE,RIO BRANCO
150,2024-04-01,RGE SUL DISTRIBUIDORA DE ENERGIA SA,8206,PE-00396-0125/2019,Eficientização PM Estrela - CPP2019,Iluminação Pública,0.0,0.33,577.71,114.9,Retrofit do sistema de iluminação pública.,Projeto selecionado em Chamada Pública 2019.,2019-10-25,2021-01-11,PIMVP - Opção A,1.0433094708534103,,,,RIO GRANDE DO SUL,CAXIAS DO SUL
151,2024-04-01,ENERGISA PARABA DISTRIBUIDORA DE ENERGIA SA,4925,PE-06600-1901/2019,Projeto de EficiÃªncia EnergÃ©tica em IluminaÃ§Ã£o PÃºblica da cidade de Santa Rita na ParaÃ­ba.,Iluminação Pública,0.0,0.23,546.8,124.84,Reduzir o consumo de energia elÃ©trica nas principais ruas de Santa Rita,,2019-02-11,2019-10-24,,1.041291563408355,,,,PARAÍBA,JOÃO PESSOA
153,2024-04-01,COMPANHIA PAULISTA DE FORA E LUZ,7996,PE-00063-0160/2019,EE-00063-0160_UNICAMP_CPP18,Poder Público,0.0,0.79,531.83,136.13,"Reduzir o desperdício de energia elétrica no poder público, por meio de implementação de projeto de eficiência energética.",Cumprir metas regulatrias.,2019-04-22,2020-11-23,A-Medição Parcial de Retrofit isolado,1.0409374432653984,,,,SÃO PAULO,SOROCABA
154,2024-04-01,CEB DISTRIBUIÇÃO SA,8574,PE-05160-1819/2018,Programa de Eficiência Energética na Fundação Osvaldo Cruz,Poder Público,0.0,0.66,471.58,162.41,"O principal objetivo do projeto é aperfeiçoar o uso da energia produzindo a mesmacapacidade de trabalho de um equipamento não eficiente, com mais inteligência econtrole. Desta forma, tornando mais responsável o uso das fontes de energia, gastandomenos e produzindo a mesma quantidade de trabalho.Para isto neste projeto adotamos a substituição de uma das torres deresfriamento, substituição de um chiller, substituição das válvulas 2 vias de água gelada,um sistema de controle dedicado através de uma automação com foco na eficiênciaenergética interligada ao sistema existente dos fan coil&#x2019-s e substituição 1.728 lâmpadasfluorescente tubular por LED tubular.</ObvInfPjo>",,2018-03-07,2022-03-04,"O Plano de Medição e Verificação &#x2013- PM&V que contém a metodologia para determinação dos benefícios advindos da implantação das medidas de conservação de energia na central de água gelada, nas instalações de FIOCRUZ, localizadas no Rio de Janeiro/RJ, estabelecendo os requisitos admissíveis de qualidade e as premissas técnicas envolvidas no projeto de eficiência energética. Apresenta, também, valores de consumo de energia e demanda no horário de ponta para condições anteriores à implantação do projeto, servindo como linha de base para posterior cálculo das economias alcançadas. Este plano de medição e verificação será elaborado e conduzido pela empresa Anima, certificada CMVP da EVO, conforme proposta anexa.",1.0376685679240283,,,,DISTRITO FEDERAL,BRASÍLIA
155,2024-04-01,ENERGISA MATO GROSSO DO SUL  DISTRIBUIDORA DE ENERGIA SA,5174,PE-00404-0091/2018,Empresa Brasileira de Servios Hospitalares - EBSERH,Poder Público,0.0,0.44,524.19,98.18,"O projeto tem como objetivo a eficientizao dos sistemas de condicionamento de ar e refrigerao, atravs da substituio de equipamentos de ar condicionado de baixo rendimento por equipamentos de ar condicionado eficientes e substituio de geladeira, freezer, frigobar e bebedouro por equipamentos com Selo Procel de Economia de Energia.",,2018-06-30,2019-08-23,"A proposta de avaliação dos resultados será baseada no Protocolo Internacional para Medição e Verificação de Performance  PIMVP. O objetivo é garantir que a economia prevista, em termos de energia economizada e demanda evitada sejam atingidas com precisão. Para a realização do plano de Medição e Verificação da unidade consumidora em questão, será utilizada a Opção C  Medição em toda a instalação.",1.0365503950813226,,,,MATO GROSSO,CUIABÁ
156,2024-04-01,ENERGISA SULSUDESTE DISTRIBUIDORA DE ENERGIA SA,4916,PE-05216-0049/2019,Universidade SÃ£o Francisco,Comércio e Serviços,0.0,0.43,452.98,167.08,SubstituiÃ§Ã£o do sistema de iluminaÃ§Ã£o,"Carga de comportamento estvel e perodos de operao padronizados/indicado como aplicao tpica para iluminao, segundo o PIMVP",2019-02-21,2020-02-20,,1.0363281077089774,,,,SÃO PAULO,PRESIDENTE PRUDENTE
157,2024-04-01,ENERGISA SULSUDESTE DISTRIBUIDORA DE ENERGIA SA,4919,PE-05216-0083/2019,Eficientização da Iluminação Pública de Catanduva - SP,Iluminação Pública,0.0,0.27,481.5,99.82,"As metas de economia do consumo de energia elétrica e de redução da demanda na ponta estão associadas à substituição e descarte de 710 lâmpadas obsoletas, bem como reatores e luminárias, em favor da instalação de luminárias LED IP energeticamente eficientes, as quais oferecem a potência mínima necessária para o alcance dos níveis de iluminância determinados pela NBR 5101/2012.","Ambas de acordo com o Volume I do PIMVP, EVO 10000-1:2012.",2019-08-01,2020-08-02,,1.0326002233779596,,,,SÃO PAULO,PRESIDENTE PRUDENTE
158,2024-04-01,COMPANHIA PIRATININGA DE FORÇA E LUZ,9468,PE-02937-0083/2019,EE-02937-00083- PRÉDIOS PÚBLICOS I 2019,Poder Público,0.0,0.75,537.86,43.11,O objetivo do projeto é a redução do consumo de energia atraves da implementação  de sistema de geração de energia fotovoltaica e substituição do sistema de iluminação convencional por outro utilizando tecnologia LED,O projeto será desenvolvido dentro das diretrizes do manual do Programa de Eficiência Energética da ANEEL e a obrigação regulatória de investimento da CPFL Piratininga.,2019-10-23,2023-02-10,Metodologia A,1.0325665434730589,,,,SÃO PAULO,SANTOS
159,2024-04-01,ENERGISA SULSUDESTE DISTRIBUIDORA DE ENERGIA SA,4915,PE-05216-0050/2019,UNESP de Presidente Prudente,Poder Público,0.0,0.68,479.73,83.75,SubstituiÃ§Ã£o do sistema de iluminaÃ§Ã£o,"Carga de comportamento estvel e perodos de operao padronizados/indicado como aplicao tpica para iluminao, segundo o PIMVP",2019-02-21,2020-02-20,,1.0308835105110172,,,,SÃO PAULO,PRESIDENTE PRUDENTE
160,2024-04-01,COMPANHIA PIRATININGA DE FORÇA E LUZ,8489,PE-02937-0073/2019,EE-02937-0073_MAHLE_CPP18,Industrial,0.0,0.66,507.3,51.71,"Reduzir o desperdício de energia elétrica no poder público, por meio de implementação de projeto de eficiência energética.",Cumprir metas regulatórias.,2019-03-29,2021-04-30,Sistemas Motrizes e Fotovoltaico - Opção B,1.0304533700112843,,,,SÃO PAULO,SANTOS
161,2024-04-01,ENERGISA SERGIPE DISTRIBUIDORA DE ENERGIA SA,4931,PE-06587-0023/2019,Projeto de EficiÃncia EnergÃtica em IluminaÃÃo PÃblica da cidade de Barra dos Coqueiros no Estado de Sergipe,Iluminação Pública,0.0,0.14,440.26,100.52,ReduÃÃo de consumo e demanda na ponta do sistema de iluminaÃÃo pÃblica utilizando LuminÃrias LED. RenovaÃÃo de ativos e reduÃÃo de manutenÃÃo devido a maior vida Ãtil dos LED's. Fomentar aÃÃes de eficiÃncia energÃtica.,"A seleÃÃo do MunicÃpio de Nossa Senhora do Socorro  para a participaÃÃo no Programa de EficiÃncia EnergÃtica da ANEEL deve-se, dentre outras razÃes, ao enorme potencial de eficientizaÃÃo no consumo de energia elÃtrica em IluminaÃÃo PÃblica das principais ruas da cidade, aliado ao alto grau de comprometimento do consumidor na reduÃÃo dos custos de energia elÃtrica.",2019-07-09,2020-07-09,,1.0286991281074525,,,,SERGIPE,ARACAJU
162,2024-04-01,COMPANHIA PIRATININGA DE FORÇA E LUZ,9205,PE-02937-0082/2019,EE_02937_0082_Bônus Motores,Industrial,0.0,0.68,486.63,48.09,Bônus para clientes substituírem motores.,Proporcionar redução no consumo e na demanda no horário de ponta.,2019-10-23,2023-01-10,B,1.0281159846111703,,,,SÃO PAULO,SANTOS
169,2024-04-01,CEB DISTRIBUIÇÃO SA,11713,PE-05160-1816/2018,Projeto de Eficiência Energética da Imprensa Nacional,Poder Público,0.0,0.25,374.16,74.74,"Com a implantação do projeto, pretende-se reduzir significativamente os gastos da entidade com energia elétrica, além de dar exemplo de sustentabilidade e conservação de energia. As ações de eficiência energética previstas neste Projeto contemplam a substituição de lâmpadas fluorescentes tubulares, fluorescentes compactas, dicróicas, halógenas, multivapor de mercúrio e multivapor metálico por lâmpadas LED equivalentes.",,2018-06-27,2023-06-26,"O PIMVP não prescreve métodos específicos para se elaborar a M&V de tal ou qual AEE. Para cada caso, deve ser elaborado um Plano, contendo todos os detalhes que serão usados no cálculo da economia. Assim, para a AEE padrão do PEE, foi elaborado um Plano de M&V, de acordo com o Capítulo 5 do PIMVP, que deve ser seguido de forma geral, mas que pode ser modificado de acordo com necessidades específicas. Este plano contém dados de um projeto realizado pelo PEE, com apenas alguns dados modificados. A cada projeto, em geral, o Plano poderá ser feito substituindo-se as tabelas geradas pelas planilhas deste projeto específico por outras geradas pela própria planilha de cálculo dos resultados.",1.0198576719294994,,,,DISTRITO FEDERAL,BRASÍLIA
170,2024-04-01,ENERGISA SULSUDESTE DISTRIBUIDORA DE ENERGIA SA,4920,PE-05216-0078/2019,AssociaÃ§Ã£o Lar SÃ£o Francisco de Assis na ProvidÃªncia de Deus,Comércio e Serviços,0.0,0.46,374.56,74.24,SubstituiÃ§Ã£o do sistema de iluminaÃ§Ã£o,"Carga de comportamento estvel e perodos de operao padronizados/indicado como aplicao tpica para iluminao, segundo o PIMVP",2019-05-02,2020-05-01,,1.0198480490995276,,,,SÃO PAULO,PRESIDENTE PRUDENTE
171,2024-04-01,CEMIG DISTRIBUIÇÃO SA,8129,PE-04950-0141/2018,Eficientização Energética de I.P. em Belo Vale,Iluminação Pública,0.0,0.74,365.88,58.36,"Substituição dos atuais equipamentos de iluminação pública por luminárias LED, de menor potência.",Projeto selecionado através da Chamada Pública de Projetos - CPP 2018.,2018-10-20,2021-02-28,"A opção escolhida para a realização do M&V foi a opção A, com medição da potência da lâmpada e o tempo pode ser estimado utilizando informações da ANEEL e da concessionária de energia, bem como está definido no próprio edital. O projeto prevê alterações, se for necessário, para atingir a precisão e confiabilidade definida.",1.0174846820584902,,,,MINAS GERAIS,BELO HORIZONTE
175,2024-04-01,CEB DISTRIBUIÇÃO SA,8329,PE-05160-1801/2018,Eficientização Energética do Advocacia-Geral da União - Sede II,Serviços Públicos,0.0,0.58,398.12,5.72,"Este projeto tem como objetivo principal eficientizar o sistema de iluminação externa no Edifício Sede II da AGU, além de implantar auto geração através de uma pequena central fotovoltaica. Com isso, pretende-se reduzir significativamente os gastos com energia elétrica, se tornar referência para o setor público no acesso aos recursos do PEE e, posteriormente, obter certificação Procel Edifica, conforme prevê o PNEf e a Instrução Normativa SLTI/MP nº 2, de 4 de junho de 2014.",,2018-01-09,2020-06-10,,1.0155216247442733,,,,DISTRITO FEDERAL,BRASÍLIA
176,2024-04-01,EDP ESPIRITO SANTO DISTRIBUIDORA DE ENERGIA SA,8457,PE-00380-0080/2019,Eficiência Energética Arcelor Mittal,Industrial,0.0,0.46,354.81,39.32,"Reduzir o consumo e demanda de ponta com a modernização do sistema de iluminação através da inserção da tecnologia LED, onde atualmente são utilizadas lâmpadas fluorescentes tubulares e lâmpadas de vapor de sódio.",Estaremos realizando medições amostrais de um grupo de lâmpadas conforme orientação do guia de M&V.,2019-03-29,2021-09-23,"Opção A do Guia de PIMV, com estimativa do tempo de uso.",1.0145872479540259,,,,ESPÍRITO SANTO,VITÓRIA
178,2024-04-01,CEB DISTRIBUIÇÃO SA,7989,PE-05160-1807/2018,Eficientização Energética do Metropolitan Flat,Comércio e Serviços,0.0,0.43,318.2,66.9,"Este projeto tem como objetivo principal substituir o chiller que atende às áreas comuns do edifício, instalado no ano de 1994. Por se tratar do principal sistema consumidor de energia do edifício e já ter ultrapassado em muito a vida útil recomendada, espera-se com essa iniciativa obter grande impacto no consumo de energia do Condomínio.Adicionalmente serão substituídas também os 04 (quatro) conjuntos motor bomba de água gelada e condensação, também instalados em 1994, por equipamentos com motor de alto rendimento.",Sem avaliação inicial,2018-01-03,2020-01-02,"O PIMVP não prescreve métodos específicos para se elaborar a M&V de tal ou qual AEE. Para cada caso, deve ser elaborado um Plano, contendo todos os detalhes que serão usados no cálculo da economia. Assim, para cada AEE padrão do PEE, foi elaborado um Plano de M&V, de acordo com o Capítulo 5 do PIMVP, que deve ser seguido de forma geral, mas que pode ser modificado de acordo com necessidades específicas. Este plano contém dados de um projeto realizado pelo PEE, com apenas alguns dados modificados. A cada projeto, em geral, o Plano poderá ser feito substituindo-se as tabelas geradas pelas planilhas deste projeto específico por outras geradas pela própria planilha de cálculo dos resultados.",1.0137183064075859,,,,DISTRITO FEDERAL,BRASÍLIA
